title,budget,revenue,release_date,genres,release_year,genre
Death Sentence,20000000.0,16974459.0,2007-08-31,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2007,Action
The Good Night,15000000.0,20380.0,2007-01-25,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",2007,Comedy
3:10 to Yuma,55000000.0,70016220.0,2007-09-06,"[{'id': 37, 'name': 'Western'}]",2007,Western
Shoot 'Em Up,39000000.0,26820641.0,2007-07-26,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2007,Action
Atonement,30000000.0,129266061.0,2007-08-29,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007,Drama
"4 Months, 3 Weeks and 2 Days",852510.0,1185783.0,2007-08-24,"[{'id': 18, 'name': 'Drama'}]",2007,Drama
No End in Sight,2000000.0,1431623.0,2007-07-27,"[{'id': 99, 'name': 'Documentary'}]",2007,Documentary
The Brave One,70000000.0,69766619.0,2007-09-14,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2007,Crime
In the Valley of Elah,23000000.0,29541790.0,2007-08-31,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",2007,History
Rang De Basanti,2200000.0,11502151.0,2006-01-26,"[{'id': 18, 'name': 'Drama'}]",2006,Drama
I Could Never Be Your Woman,24000000.0,9576495.0,2007-05-11,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007,Comedy
December Boys,4000000.0,46474.0,2007-09-20,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007,Drama
Eastern Promises,51500000.0,55112356.0,2007-09-14,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",2007,Thriller
Brooklyn Rules,8000000.0,458232.0,2007-04-30,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2007,Drama
The Death and Life of Bobby Z,22000000.0,413454.0,2007-07-23,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2007,Drama
Resident Evil: Extinction,45000000.0,148412065.0,2007-09-20,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2007,Horror
Good Luck Chuck,25000000.0,59192128.0,2007-09-21,"[{'id': 35, 'name': 'Comedy'}]",2007,Comedy
Into the Wild,15000000.0,56255142.0,2007-09-11,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",2007,Adventure
The Game Plan,22000000.0,147880543.0,2007-09-28,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2007,Comedy
The Heartbreak Kid,60000000.0,127766650.0,2007-10-05,"[{'id': 35, 'name': 'Comedy'}]",2007,Comedy
Dan in Real Life,25000000.0,68377859.0,2007-10-26,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2007,Comedy
The Darjeeling Limited,16000000.0,24377151.0,2007-09-29,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2007,Adventure
We Own the Night,21000000.0,54926886.0,2007-05-25,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2007,Drama
Elizabeth: The Golden Age,55000000.0,74237563.0,2007-09-09,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",2007,Drama
Michael Clayton,25000000.0,92991835.0,2007-09-28,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",2007,Drama
Lars and the Real Girl,12000000.0,11293663.0,2007-10-12,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2007,Comedy
30 Days of Night,30000000.0,75505973.0,2007-10-17,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2007,Horror
Rendition,27500000.0,24748670.0,2007-09-07,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2007,Drama
Things We Lost in the Fire,16000000.0,2849142.0,2007-09-26,"[{'id': 18, 'name': 'Drama'}]",2007,Drama
Gone Baby Gone,19000000.0,34619699.0,2007-10-19,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2007,Crime
The Assassination of Jesse James by the Coward Robert Ford,30000000.0,14711793.0,2007-09-02,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",2007,Action
10th & Wolf,8000000.0,143451.0,2006-02-19,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2006,Action
The Edge of Heaven,3800000.0,17804565.0,2007-09-27,"[{'id': 18, 'name': 'Drama'}]",2007,Drama
Why Did I Get Married?,15000000.0,55184721.0,2007-10-12,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2007,Comedy
Saw IV,10000000.0,139352633.0,2007-10-25,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2007,Horror
American Gangster,100000000.0,266465037.0,2007-11-02,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2007,Drama
Bee Movie,150000000.0,287594577.0,2007-10-28,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2007,Family
Before the Devil Knows You're Dead,18000000.0,25005257.0,2007-09-26,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2007,Crime
The Diving Bell and the Butterfly,14000000.0,19777647.0,2007-05-22,"[{'id': 18, 'name': 'Drama'}]",2007,Drama
No Country for Old Men,25000000.0,171600000.0,2007-11-08,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2007,Crime
Itty Bitty Titty Committee,1000000.0,18479.0,2007-02-09,"[{'id': 35, 'name': 'Comedy'}]",2007,Comedy
August Rush,25000000.0,66122026.0,2007-11-21,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2007,Family
No Mercy for the Rude,3.0,4.0,2006-08-24,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2006,Action
Lions for Lambs,35000000.0,63215872.0,2007-10-22,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2007,Action
Fred Claus,100000000.0,97838349.0,2007-11-03,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2007,Action
Beowulf,70000000.0,195735876.0,2007-11-05,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",2007,Adventure
Love in the Time of Cholera,45000000.0,4607608.0,2007-10-04,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007,Drama
Southland Tales,17000000.0,374743.0,2006-05-15,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2006,Comedy
12,4000000.0,7537453.0,2007-06-06,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2007,Crime
The Mist,18000000.0,57096190.0,2007-11-21,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2007,Science Fiction
Enchanted,85000000.0,340487652.0,2007-11-20,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",2007,Comedy
Hitman,24000000.0,99965753.0,2007-11-21,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2007,Action
P2,8000000.0,7766240.0,2007-11-09,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2007,Horror
Om Shanti Om,9100000.0,37707444.0,2007-11-07,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007,Comedy
Awake,86000000.0,14373825.0,2007-11-28,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",2007,Thriller
The Golden Compass,180000000.0,372234864.0,2007-12-04,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2007,Adventure
I Am Legend,150000000.0,585349010.0,2007-12-14,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2007,Drama
Alvin and the Chipmunks,60000000.0,361366633.0,2007-12-13,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",2007,Comedy
I'm Not There.,20000000.0,4001121.0,2007-10-01,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2007,Drama
Juno,7500000.0,231411584.0,2007-12-05,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007,Comedy
My Blueberry Nights,10000000.0,21786738.0,2007-05-16,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007,Drama
Redacted,5000000.0,782102.0,2007-01-01,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2007,Drama
The Treatment,900000.0,82701.0,2006-04-08,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2006,Comedy
Journey from the Fall,1300000.0,639000.0,2006-02-22,"[{'id': 18, 'name': 'Drama'}]",2006,Drama
The Bucket List,45000000.0,175372502.0,2007-12-25,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2007,Drama
The Kite Runner,20000000.0,73276047.0,2007-10-14,"[{'id': 18, 'name': 'Drama'}]",2007,Drama
Sweeney Todd: The Demon Barber of Fleet Street,50000000.0,152000000.0,2007-12-20,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",2007,Drama
National Treasure: Book of Secrets,130000000.0,457363168.0,2007-12-13,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2007,Action
There Will Be Blood,25000000.0,77208711.0,2007-12-28,"[{'id': 18, 'name': 'Drama'}]",2007,Drama
Charlie Wilson's War,75000000.0,119000410.0,2007-12-19,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2007,Comedy
Aliens vs Predator: Requiem,40000000.0,41797066.0,2007-12-25,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2007,Fantasy
Walk Hard: The Dewey Cox Story,35000000.0,18317151.0,2007-12-21,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2007,Comedy
The Great Debaters,15000000.0,30226144.0,2007-12-27,"[{'id': 18, 'name': 'Drama'}]",2007,Drama
The Water Horse,40000000.0,103071443.0,2007-12-25,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2007,Fantasy
P.S. I Love You,30000000.0,156835339.0,2007-11-15,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007,Drama
27 Dresses,30000000.0,160259319.0,2008-01-10,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2008,Comedy
Taare Zameen Par,2600000.0,28430000.0,2007-12-21,"[{'id': 18, 'name': 'Drama'}]",2007,Drama
Dragon Wars: D-War,70000000.0,53587404.0,2007-02-08,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2007,Fantasy
[REC],1500000.0,30448000.0,2007-04-10,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2007,Horror
Flawless,20000000.0,6819587.0,2007-09-01,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2007,Crime
Cloverfield,25000000.0,170764026.0,2008-01-15,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2008,Action
Untraceable,35000000.0,32483410.0,2008-01-22,"[{'id': 18, 'name': 'Drama'}]",2008,Drama
Rambo,50000000.0,113244290.0,2008-01-24,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2008,Action
Meet the Spartans,30000000.0,84646831.0,2008-01-24,"[{'id': 35, 'name': 'Comedy'}]",2008,Comedy
The Eye,12000000.0,56309766.0,2008-02-01,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2008,Drama
The Signal,50000.0,249905.0,2007-02-22,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",2007,Action
Hellboy II: The Golden Army,85000000.0,160388063.0,2008-07-11,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",2008,Adventure
In Bruges,15000000.0,34533783.0,2008-02-08,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2008,Comedy
Bamako,2000000.0,111000.0,2006-06-21,"[{'id': 18, 'name': 'Drama'}]",2006,Drama
Dark Angel,7000000.0,9229401.0,1990-01-26,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",1990,Action
Welcome Home Roscoe Jenkins,35000000.0,43650785.0,2008-02-08,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2008,Comedy
Fool's Gold,70000000.0,111231041.0,2008-02-07,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",2008,Romance
U2 3D,15000000.0,22730842.0,2007-05-19,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",2007,Music
Jumper,85000000.0,222231186.0,2008-02-10,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",2008,Adventure
Vantage Point,40000000.0,151161491.0,2008-02-01,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2008,Drama
The Spiderwick Chronicles,90000000.0,162839667.0,2008-02-14,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2008,Adventure
Step Up 2: The Streets,23000000.0,150816700.0,2008-02-14,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2008,Music
Jodhaa Akbar,8376800.0,13000000.0,2008-02-15,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",2008,Action
"Run, Fatboy, Run",10000000.0,33000000.0,2007-09-06,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2007,Comedy
Taxi to the Dark Side,1000000.0,274661.0,2007-04-30,"[{'id': 99, 'name': 'Documentary'}]",2007,Documentary
"10,000 BC",105000000.0,266000000.0,2008-02-22,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",2008,Adventure
The Bank Job,20000000.0,64822796.0,2008-02-28,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2008,Thriller
Doomsday,30000000.0,22211426.0,2008-03-14,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2008,Action
Horton Hears a Who!,85000000.0,297138014.0,2008-03-03,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2008,Animation
Funny Games,15000000.0,7938872.0,2007-10-20,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2007,Horror
Mongol: The Rise of Genghis Khan,18000000.0,26527510.0,2007-09-20,"[{'id': 36, 'name': 'History'}]",2007,History
The Love Guru,62000000.0,41819064.0,2008-06-20,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2008,Comedy
Diary of the Dead,2000000.0,5364858.0,2007-09-08,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2007,Horror
Hallam Foe,8000000.0,60641.0,2007-02-16,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",2007,Drama
Justice League: The New Frontier,3500000.0,5231128.0,2008-02-26,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",2008,Action
What Just Happened,25000000.0,6673422.0,2008-10-17,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2008,Comedy
Return of the Living Dead 3,2000000.0,54207.0,1993-10-01,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}]",1993,Comedy
The Dark Knight,185000000.0,1004558444.0,2008-07-16,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2008,Drama
Quiet City,2500.0,15425.0,2007-03-12,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007,Drama
Never Back Down,20000000.0,41627431.0,2008-03-04,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2008,Drama
Alatriste,24000000.0,23321954.0,2006-09-01,"[{'id': 28, 'name': 'Action'}]",2006,Action
Joysticks,300000.0,3952448.0,1983-03-04,"[{'id': 35, 'name': 'Comedy'}]",1983,Comedy
21,35000000.0,69823199.0,2008-03-27,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2008,Drama
Smart People,7000000.0,10569964.0,2008-04-11,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2008,Comedy
Leatherheads,58000000.0,41299492.0,2008-03-24,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2008,Comedy
Assembly,16000000.0,34786960.0,2007-10-09,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",2007,Action
Pirates,40000000.0,1641825.0,1986-05-08,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1986,Adventure
Stop-Loss,25000000.0,11207130.0,2008-03-28,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2008,Drama
Julia,6000000.0,1300000.0,2008-02-09,"[{'id': 18, 'name': 'Drama'}]",2008,Drama
Nim's Island,37000000.0,100076342.0,2008-04-03,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2008,Adventure
Forgetting Sarah Marshall,30000000.0,105173115.0,2008-04-17,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2008,Comedy
Superhero Movie,35000000.0,25871834.0,2008-03-27,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",2008,Action
Street Kings,20000000.0,65569869.0,2008-04-10,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2008,Action
Harold & Kumar Escape from Guantanamo Bay,12000000.0,43493123.0,2008-04-25,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",2008,Comedy
Speed Racer,120000000.0,93945766.0,2008-05-09,"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",2008,Action
The Forbidden Kingdom,55000000.0,127906624.0,2008-04-18,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2008,Action
Virgin Territory,38000000.0,5410749.0,2007-12-17,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2007,Adventure
Son of Rambow,4000000.0,6870249.0,2007-01-22,"[{'id': 35, 'name': 'Comedy'}]",2007,Comedy
Deception,25000000.0,17741298.0,2008-04-24,"[{'id': 53, 'name': 'Thriller'}]",2008,Thriller
Baby Mama,30000000.0,63833449.0,2008-04-23,"[{'id': 35, 'name': 'Comedy'}]",2008,Comedy
Expelled: No Intelligence Allowed,3500000.0,7700000.0,2008-04-18,"[{'id': 99, 'name': 'Documentary'}]",2008,Documentary
Iron Man,140000000.0,585174222.0,2008-04-30,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",2008,Action
Made of Honor,40000000.0,84601681.0,2008-05-02,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2008,Comedy
"The Bread, My Sweet",600000.0,1023156.0,2001-04-21,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2001,Drama
Taken,25000000.0,226830568.0,2008-02-18,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2008,Action
Stargate: The Ark of Truth,7000000.0,8900000.0,2008-03-11,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2008,Adventure
Meet Bill,5000000.0,346592.0,2007-09-07,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007,Comedy
What Happens in Vegas,35000000.0,170000000.0,2008-05-07,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2008,Comedy
The Chronicles of Narnia: Prince Caspian,225000000.0,419651413.0,2008-05-15,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2008,Adventure
"War, Inc.",5000000.0,1296184.0,2008-04-28,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",2008,Action
Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,786636033.0,2008-05-21,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",2008,Adventure
Sex and the City,65000000.0,415252786.0,2008-05-12,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2008,Comedy
The Strangers,9000000.0,82391145.0,2008-05-29,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2008,Thriller
Kung Fu Panda,130000000.0,631744560.0,2008-06-04,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",2008,Adventure
You Don't Mess with the Zohan,90000000.0,201596308.0,2008-06-05,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",2008,Comedy
My Brother Is an Only Child,5000000.0,6463286.0,2007-04-20,"[{'id': 35, 'name': 'Comedy'}]",2007,Comedy
Doctor Who,5000000.0,42000000.0,1996-03-31,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",1996,TV Movie
The Happening,60000000.0,163403799.0,2008-06-11,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2008,Thriller
The Incredible Hulk,150000000.0,163712074.0,2008-06-12,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2008,Science Fiction
The Children of Huang Shi,40000000.0,7400000.0,2008-07-03,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2008,Drama
WALL·E,180000000.0,521311860.0,2008-06-22,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",2008,Animation
